citation,processed_text
Genesis 17:25,ishmael son thirteen years old circumcised flesh foreskin
Genesis 17:26,selfsame day abraham circumcised ishmael son
Genesis 17:27,men house born house bought money stranger circumcised
Genesis 18:1,lord appeared unto plains mamre sat tent door heat day
Genesis 18:2,lift eyes looked lo three men stood saw ran meet tent door bowed toward ground
Genesis 18:3,said lord found favor thy sight pass away pray thee thy servant
Genesis 18:4,let little water pray fetched wash feet rest tree
Genesis 18:5,fetch morsel bread comfort ye hearts ye shall pass therefore ye come servant said thou hast said
Genesis 18:6,abraham hastened tent unto sarah said make ready quickly three measures fine meal knead make cakes upon hearth
Genesis 18:7,abraham ran unto herd fetched calf tender good gave unto young man hasted dress
Genesis 18:8,took butter milk calf dressed set stood tree eat
Genesis 18:9,said unto sarah thy wife said behold tent
Genesis 18:10,said certainly return unto thee according time life lo sarah thy wife shall son sarah heard tent door behind
Genesis 18:11,abraham sarah old well stricken age ceased sarah manner women
Genesis 18:12,therefore sarah laughed within saying waxed old shall pleasure lord old also
Genesis 18:13,lord said unto abraham wherefore sarah laugh saying shall surety bear child old
Genesis 18:14,thing hard lord time appointed return unto thee according time life sarah shall son
Genesis 18:15,sarah denied saying laughed afraid said nay thou didst laugh
Genesis 18:16,men rose thence looked toward sodom abraham went bring way
Genesis 18:17,lord said shall hide abraham thing
Genesis 18:18,seeing abraham shall surely become great mighty nation nations earth shall blessed
Genesis 18:19,know command children household shall keep way lord justice judgment lord may bring upon abraham hath spoken
Genesis 18:20,lord said cry sodom gomorrah great sin grievous
Genesis 18:21,go see whether done altogether according cry come unto know
Genesis 18:22,men turned faces thence went toward sodom abraham stood yet lord
Genesis 18:23,abraham drew near said wilt thou also destroy righteous wicked
Genesis 18:24,peradventure fifty righteous within city wilt thou also destroy spare place fifty righteous therein
Genesis 18:25,far thee manner slay righteous wicked righteous wicked far thee shall judge earth right
Genesis 18:26,lord said find sodom fifty righteous within city spare place sakes
Genesis 18:27,abraham answered said behold taken upon speak unto lord dust ashes
Genesis 18:28,peradventure shall lack five fifty righteous wilt thou destroy city lack five said find forty five destroy
Genesis 18:29,spake unto yet said peradventure shall forty found said forty sake
Genesis 18:30,said unto oh let lord angry speak peradventure shall thirty found said find thirty
Genesis 18:31,said behold taken upon speak unto lord peradventure shall twenty found said destroy twenty sake
Genesis 18:32,said oh let lord angry speak yet peradventure ten shall found said destroy ten sake
Genesis 18:33,lord went way soon left communing abraham abraham returned unto place
Genesis 19:1,came two angels sodom even lot sat gate sodom lot seeing rose meet bowed face toward ground
Genesis 19:2,said behold lords turn pray servant house tarry night wash feet ye shall rise early go ways said nay abide street night
Genesis 19:3,pressed upon greatly turned unto entered house made feast bake unleavened bread eat
Genesis 19:4,lay men city even men sodom compassed house round old young people every quarter
Genesis 19:5,called unto lot said unto men came thee night bring unto us may know
Genesis 19:6,lot went door unto shut door
Genesis 19:7,said pray brethren wickedly
Genesis 19:8,behold two daughters known man let pray bring unto ye good eyes unto men nothing therefore came shadow roof
Genesis 19:9,said stand back said one fellow came sojourn needs judge deal worse thee pressed sore upon man even lot came near break door
Genesis 19:10,men put forth hand pulled lot house shut door
Genesis 19:11,smote men door house blindness small great wearied find door
Genesis 19:12,men said unto lot hast thou besides son law thy sons thy daughters whatsoever thou hast city bring place
Genesis 19:13,destroy place cry waxen great face lord lord hath sent us destroy
Genesis 19:14,lot went spake unto sons law married daughters said get place lord destroy city seemed one mocked unto sons law
Genesis 19:15,morning arose angels hastened lot saying arise take thy wife thy two daughters lest thou consumed iniquity city
Genesis 19:16,lingered men laid hold upon hand upon hand wife upon hand two daughters lord merciful unto brought forth set without city
Genesis 19:17,came pass brought forth abroad said escape thy life look behind thee neither stay thou plain escape mountain lest thou consumed
Genesis 19:18,lot said unto oh lord
Genesis 19:19,behold thy servant hath found grace thy sight thou hast magnified thy mercy thou hast showed unto saving life escape mountain lest evil take die
Genesis 19:20,behold city near flee unto little one oh let escape thither little one soul shall live
Genesis 19:21,said unto see accepted thee concerning thing also overthrow city thou hast spoken
Genesis 19:22,haste thee escape thither anything till thou come thither therefore name city called zoar
Genesis 19:23,sun risen upon earth lot entered zoar
Genesis 19:24,lord rained upon sodom upon gomorrah brimstone fire lord heaven
Genesis 19:25,overthrew cities plain inhabitants cities grew upon ground
Genesis 19:26,wife looked back behind became pillar salt
Genesis 19:27,abraham gat early morning place stood lord
Genesis 19:28,looked toward sodom gomorrah toward land plain beheld lo smoke country went smoke furnace
Genesis 19:29,came pass god destroyed cities plain god remembered abraham sent lot midst overthrow overthrew cities lot dwelt
Genesis 19:30,lot went zoar dwelt mountain two daughters feared dwell zoar dwelt cave two daughters
Genesis 19:31,firstborn said unto younger father old man earth come unto us manner earth
Genesis 19:32,come let us make father drink wine lie may preserve seed father
Genesis 19:33,made father drink wine night firstborn went lay father perceived lay arose
Genesis 19:34,came pass morrow firstborn said unto younger behold lay yesternight father let us make drink wine night also go thou lie may preserve seed father
Genesis 19:35,made father drink wine night also younger arose lay perceived lay arose
Genesis 19:36,thus daughters lot child father
Genesis 19:37,first born bare son called name moab father moabites unto day
Genesis 19:38,younger also bare son called name benammi father children ammon unto day
Genesis 20:1,abraham journeyed thence toward south country dwelled kadesh shur sojourned gerar
Genesis 20:2,abraham said sarah wife sister abimelech king gerar sent took sarah
Genesis 20:3,god came abimelech dream night said behold thou art dead man woman thou hast taken man wife
Genesis 20:4,abimelech come near said lord wilt thou slay also righteous nation
Genesis 20:5,said unto sister even said brother integrity heart innocency hands done
Genesis 20:6,god said unto dream yea know thou didst integrity thy heart also withheld thee sinning therefore suffered thee touch
Genesis 20:7,therefore restore man wife prophet shall pray thee thou shalt live thou restore know thou thou shalt surely die thou thine
Genesis 20:8,therefore abimelech rose early morning called servants told things ears men sore afraid
Genesis 20:9,abimelech called abraham said unto hast thou done unto us offended thee thou hast brought kingdom great sin thou hast done deeds unto ought done
Genesis 20:10,abimelech said unto abraham sawest thou thou hast done thing
Genesis 20:11,abraham said thought surely fear god place slay wife sake
Genesis 20:12,yet indeed sister daughter father daughter mother became wife
Genesis 20:13,came pass god caused wander father house said unto thy kindness thou shalt show unto every place whither shall come say brother
Genesis 20:14,abimelech took sheep oxen menservants womenservants gave unto abraham restored sarah wife
Genesis 20:15,abimelech said behold land thee dwell pleaseth thee
Genesis 20:16,unto sarah said behold given thy brother thousand pieces silver behold thee covering eyes unto thee thus reproved
Genesis 20:17,abraham prayed unto god god healed abimelech wife maidservants bare children
Genesis 20:18,lord fast closed wombs house abimelech sarah abraham wife
Genesis 21:1,lord visited sarah said lord unto sarah spoken
Genesis 21:2,sarah conceived bare abraham son old age set time god spoken
Genesis 21:3,abraham called name son born unto sarah bare isaac
Genesis 21:4,abraham circumcised son isaac eight days old god commanded
Genesis 21:5,abraham hundred years old son isaac born unto
Genesis 21:6,sarah said god hath made laugh hear laugh
Genesis 21:7,said would said unto abraham sarah given children suck born son old age
Genesis 21:8,child grew weaned abraham made great feast day isaac weaned
Genesis 21:9,sarah saw son hagar egyptian born unto abraham mocking
Genesis 21:10,wherefore said unto abraham cast bondwoman son son bondwoman shall heir son even isaac
Genesis 21:11,thing grievous abraham sight son
Genesis 21:12,god said unto abraham let grievous thy sight lad thy bondwoman sarah hath said unto thee hearken unto voice isaac shall thy seed called
Genesis 21:13,also son bondwoman make nation thy seed
Genesis 21:14,abraham rose early morning took bread bottle water gave unto hagar putting shoulder child sent away departed wandered wilderness beersheba
Genesis 21:15,water spent bottle cast child one shrubs
Genesis 21:16,went sat good way bow shot said let see death child sat lift voice wept
Genesis 21:17,god heard voice lad angel god called hagar heaven said unto aileth thee hagar fear god hath heard voice lad
Genesis 21:18,arise lift lad hold thine hand make great nation
Genesis 21:19,god opened eyes saw well water went filled bottle water gave lad drink
Genesis 21:20,god lad grew dwelt wilderness became archer
Genesis 21:21,dwelt wilderness paran mother took wife land egypt
